store,week,sp6pk,sp12pk,sp24pk,sc6pk,sc12pk,sc24pk,pp6pk,pp12pk,pp24pk,pc6pk,pc12pk,pc24pk,holiday,holidayind
24,254,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24,255,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24,256,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24,257,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24,258,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24,259,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24,260,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24,261,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24,262,576,4896,22464,1152,7632,9792,0.0388,0.0256,0.0243,0.0388,0.0256,0.0243,0,0
24,263,288,6480,22464,288,128160,3456,0.0388,0.0242,0.0243,0.0388,0.0139,0.0243,0,0
24,264,648,1872,147744,648,5760,6048,0.0388,0.0256,0.0173,0.0388,0.0247,0.0243,0,0
24,265,2016,4320,18144,792,4608,8064,0.0332,0.0256,0.0237,0.0332,0.0256,0.0243,0,0
24,266,576,4896,22464,1152,7632,9792,0.0388,0.0256,0.0243,0.0388,0.0256,0.0243,0,0
24,267,288,6480,22464,288,128160,3456,0.0388,0.0242,0.0243,0.0388,0.0139,0.0243,0,0
24,268,648,1872,147744,648,5760,6048,0.0388,0.0256,0.0173,0.0388,0.0247,0.0243,1,1
24,269,2016,4320,18144,792,4608,8064,0.0332,0.0256,0.0237,0.0332,0.0256,0.0243,0,0
24,270,2232,3744,17280,792,5904,120096,0.0336,0.0256,0.0243,0.0361,0.0208,0.0175,0,0
24,271,5544,8064,19872,3024,10944,20736,0.0282,0.0242,0.0243,0.0282,0.0242,0.0184,0,0
24,272,864,3024,110880,1800,12528,7488,0.0304,0.0256,0.0208,0.0276,0.0242,0.0243,2,1
24,273,3888,4896,12096,3312,2592,35424,0.0388,0.0256,0.0240,0.0388,0.0256,0.0208,0,0
24,274,3240,10080,15264,2376,6192,8928,0.0388,0.0256,0.0243,0.0388,0.0256,0.0243,0,0
24,275,792,4464,143136,936,3312,95904,0.0388,0.0256,0.0207,0.0388,0.0256,0.0207,0,0
24,276,720,2736,225216,792,3024,169632,0.0388,0.0256,0.0167,0.0388,0.0256,0.0208,3,1
24,277,288,113616,5472,504,85392,84672,0.0388,0.0208,0.0237,0.0388,0.0208,0.0208,4,1
24,278,720,3456,49536,504,2880,36288,0.0404,0.0256,0.0208,0.0403,0.0258,0.0208,0,0
24,279,69840,2016,7488,52488,1728,8352,0.0347,0.0284,0.0258,0.0347,0.0284,0.0265,0,0
24,280,720,2736,225216,792,3024,169632,0.0388,0.0256,0.0167,0.0388,0.0256,0.0208,0,0
24,281,288,113616,5472,504,85392,84672,0.0388,0.0208,0.0237,0.0388,0.0208,0.0208,0,0
24,282,720,3456,49536,504,2880,36288,0.0404,0.0256,0.0208,0.0403,0.0258,0.0208,0,0
24,283,69840,2016,7488,52488,1728,8352,0.0347,0.0284,0.0258,0.0347,0.0284,0.0265,0,0
24,284,864,4608,37152,720,4032,34272,0.0415,0.0284,0.0243,0.0415,0.0284,0.0242,5,1
24,285,2808,4320,16992,8136,1872,8064,0.0276,0.0284,0.0267,0.0276,0.0284,0.0267,0,0
24,286,792,12096,11520,576,12096,6336,0.0401,0.0242,0.0267,0.0415,0.0242,0.0267,0,0
24,287,720,3888,36576,504,3024,26208,0.0415,0.0282,0.0243,0.0415,0.0284,0.0243,0,0
24,288,67104,2304,7488,50112,1584,4608,0.0207,0.0284,0.0267,0.0207,0.0284,0.0267,0,0
24,289,1080,5328,128160,1152,4176,7488,0.0347,0.0277,0.0267,0.0389,0.0284,0.0267,6,1
24,290,936,5472,19584,936,3024,19296,0.0415,0.0284,0.0267,0.0415,0.0284,0.0243,0,0
24,291,432,3744,17568,864,6192,55008,0.0415,0.0284,0.0267,0.0415,0.0284,0.0250,0,0
24,292,864,2736,140832,432,2880,110304,0.0415,0.0284,0.0243,0.0415,0.0284,0.0243,0,0
24,293,17352,1584,10656,11736,2160,8352,0.0231,0.0284,0.0267,0.0231,0.0284,0.0267,0,0
24,294,171720,1008,3744,360,3456,8064,0.0275,0.0284,0.0267,0.0415,0.0284,0.0267,0,0
24,295,576,3024,32256,1152,1296,148320,0.0415,0.0284,0.0229,0.0347,0.0284,0.0243,0,0
24,296,504,2880,45504,1368,4320,19008,0.0415,0.0284,0.0237,0.0347,0.0208,0.0243,0,0
24,297,936,4176,13536,9576,14400,7200,0.0415,0.0284,0.0267,0.0415,0.0208,0.0267,0,0
24,298,504,2160,170784,792,1728,181152,0.0415,0.0284,0.0243,0.0415,0.0284,0.0243,7,1
24,299,10512,2736,14688,792,29376,4608,0.0276,0.0284,0.0247,0.0415,0.0208,0.0262,0,0
24,300,216,5904,24480,576,1728,201888,0.0415,0.0277,0.0243,0.0415,0.0284,0.0242,0,0
24,301,1008,5040,31680,936,4320,10368,0.0415,0.0284,0.0243,0.0415,0.0284,0.0265,0,0
24,302,48384,2304,12096,792,5472,226368,0.0206,0.0284,0.0267,0.0415,0.0284,0.0243,0,0
24,303,1008,2448,174240,936,1872,130752,0.0415,0.0284,0.0243,0.0415,0.0284,0.0242,8,1
24,304,28944,2448,10944,648,9216,6912,0.0206,0.0284,0.0254,0.0415,0.0277,0.0258,0,0
24,305,432,19152,16128,8784,3888,14400,0.0415,0.0277,0.0217,0.0276,0.0284,0.0264,0,0
24,306,576,7056,31968,1008,4608,25056,0.0415,0.0278,0.0243,0.0415,0.0284,0.0243,0,0
24,307,34344,3744,8064,576,14832,73152,0.0207,0.0278,0.0267,0.0415,0.0277,0.0245,0,0
24,308,864,12384,201024,3816,2880,9504,0.0329,0.0197,0.0242,0.0276,0.0284,0.0265,0,0
24,309,864,4176,15264,1008,7056,8064,0.0346,0.0284,0.0265,0.0415,0.0277,0.0267,0,0
24,310,360,2448,25344,32832,4320,14112,0.0415,0.0284,0.0243,0.0207,0.0277,0.0243,0,0
24,311,288,11952,10656,504,3168,64512,0.0415,0.0277,0.0267,0.0415,0.0284,0.0245,0,0
24,312,792,1440,172224,2664,1152,142560,0.0415,0.0284,0.0243,0.0207,0.0277,0.0243,9,1
24,313,360,54720,10080,432,6048,5472,0.0415,0.0277,0.0261,0.0415,0.0277,0.0266,0,0
24,314,156744,2304,5184,864,3312,5760,0.0347,0.0283,0.0267,0.0415,0.0283,0.0267,0,0
24,315,1512,3168,23328,32976,1152,5184,0.0367,0.0284,0.0243,0.0207,0.0284,0.0267,0,0
24,316,648,10224,10944,864,6912,15552,0.0415,0.0277,0.0267,0.0397,0.0277,0.0238,0,0
24,317,360,576,453024,1512,3744,7776,0.0415,0.0284,0.0243,0.0389,0.0284,0.0267,0,0
24,318,936,7344,14400,792,6480,7200,0.0415,0.0277,0.0262,0.0415,0.0284,0.0267,0,0
24,319,57168,2016,6048,13680,3600,9216,0.0207,0.0284,0.0267,0.0233,0.0285,0.0267,0,0
24,320,504,3888,12384,1800,864,141408,0.0415,0.0291,0.0267,0.0207,0.0291,0.0242,1,1
24,321,504,19008,4320,504,21888,10656,0.0415,0.0242,0.0267,0.0415,0.0242,0.0202,0,0
24,322,2016,4176,12960,2736,2736,8064,0.0276,0.0291,0.0267,0.0276,0.0291,0.0267,0,0
24,323,648,1440,195552,576,2592,154656,0.0368,0.0291,0.0242,0.0415,0.0291,0.0243,0,0
24,324,360,31824,16704,648,1872,16704,0.0415,0.0277,0.0249,0.0415,0.0291,0.0254,2,1
24,325,18288,2880,8352,10728,2592,7776,0.0214,0.0291,0.0267,0.0211,0.0291,0.0267,0,0
24,326,936,8784,14976,720,3456,23616,0.0415,0.0277,0.0267,0.0374,0.0291,0.0216,0,0
24,327,55800,2160,56448,45504,4752,36864,0.0347,0.0291,0.0238,0.0347,0.0277,0.0239,0,0
24,328,864,1872,129024,792,1872,99936,0.0415,0.0291,0.0243,0.0415,0.0291,0.0243,3,1
24,329,2160,3456,12096,2880,4176,11808,0.0276,0.0291,0.0267,0.0280,0.0291,0.0265,4,1
24,330,576,3024,15840,648,3600,10656,0.0415,0.0291,0.0258,0.0415,0.0291,0.0267,0,0
24,331,33192,1152,9792,576,3312,23904,0.0201,0.0291,0.0243,0.0415,0.0291,0.0204,0,0
24,332,864,4320,23040,504,3744,9216,0.0311,0.0291,0.0243,0.0415,0.0291,0.0267,0,0
24,333,648,1296,149472,432,2736,79200,0.0415,0.0291,0.0243,0.0415,0.0291,0.0243,0,0
24,334,39024,1008,7488,20808,1728,8928,0.0206,0.0291,0.0264,0.0217,0.0291,0.0221,0,0
24,335,1008,6768,12960,432,1872,160992,0.0356,0.0277,0.0267,0.0415,0.0291,0.0206,0,0
24,336,258768,1296,6048,648,3312,6624,0.0347,0.0291,0.0267,0.0355,0.0291,0.0267,5,1
24,337,936,4464,15552,216,84096,4320,0.0286,0.0291,0.0265,0.0415,0.0242,0.0267,0,0
24,338,576,1008,391680,2160,2160,5760,0.0415,0.0291,0.0243,0.0347,0.0291,0.0271,0,0
24,339,288,6912,12960,792,1152,43776,0.0415,0.0277,0.0270,0.0415,0.0291,0.0208,0,0
24,340,1080,5472,10656,720,10656,8064,0.0346,0.0290,0.0277,0.0346,0.0216,0.0272,0,0
24,341,432,14112,12384,720,1872,164736,0.0415,0.0277,0.0277,0.0415,0.0226,0.0243,6,1
24,342,38160,864,89280,20952,1440,53856,0.0210,0.0288,0.0243,0.0208,0.0291,0.0243,0,0
24,343,864,864,153216,1152,1728,95616,0.0415,0.0291,0.0242,0.0415,0.0291,0.0242,0,0
24,344,39816,1008,9216,28440,1296,3456,0.0207,0.0287,0.0273,0.0207,0.0291,0.0271,0,0
24,345,576,1008,230976,504,5040,4896,0.0389,0.0278,0.0242,0.0415,0.0277,0.0277,0,0
24,346,792,3888,10944,720,864,164736,0.0415,0.0291,0.0274,0.0415,0.0291,0.0242,0,0
24,347,648,4896,13248,12744,2736,5184,0.0415,0.0291,0.0277,0.0355,0.0291,0.0277,0,0
24,348,576,1296,131040,504,13392,7488,0.0415,0.0291,0.0208,0.0415,0.0277,0.0277,0,0
24,349,720,3888,91872,1008,3312,59040,0.0415,0.0291,0.0244,0.0415,0.0291,0.0244,0,0
24,350,720,1008,171648,1080,864,127584,0.0415,0.0291,0.0243,0.0415,0.0291,0.0243,7,1
24,351,36000,1296,7488,27072,2160,4896,0.0206,0.0291,0.0276,0.0208,0.0291,0.0275,0,0
24,352,720,288,493632,1152,2736,6624,0.0374,0.0291,0.0173,0.0363,0.0291,0.0277,0,0
24,353,432,8928,19584,936,1440,172800,0.0415,0.0277,0.0221,0.0415,0.0291,0.0243,0,0
24,354,23400,2016,14976,21456,5472,3744,0.0210,0.0290,0.0225,0.0211,0.0223,0.0264,0,0
24,355,792,1152,300960,576,5184,191232,0.0415,0.0291,0.0167,0.0363,0.0215,0.0167,0,0
24,356,720,105264,32256,2304,2160,35136,0.0415,0.0173,0.0179,0.0278,0.0291,0.0181,8,1
24,357,137664,4752,4032,432,3456,15552,0.0276,0.0219,0.0277,0.0415,0.0291,0.0226,0,0
24,358,576,7056,31968,1008,4608,25056,0.0415,0.0278,0.0243,0.0415,0.0284,0.0243,0,0
24,359,34344,3744,8064,576,14832,73152,0.0207,0.0278,0.0267,0.0415,0.0277,0.0245,0,0
24,360,864,12384,201024,3816,2880,9504,0.0329,0.0197,0.0242,0.0276,0.0284,0.0265,0,0
24,361,864,4176,15264,1008,7056,8064,0.0346,0.0284,0.0265,0.0415,0.0277,0.0267,0,0
24,362,432,7344,26784,648,10368,6336,0.0381,0.0277,0.0243,0.0415,0.0277,0.0277,0,0
24,363,288,2736,122976,648,3600,75168,0.0415,0.0291,0.0182,0.0415,0.0290,0.0181,0,0
24,364,288,720,215712,648,720,126144,0.0415,0.0291,0.0173,0.0415,0.0291,0.0174,9,1
24,365,1008,26640,5760,576,9648,6336,0.0278,0.0208,0.0262,0.0415,0.0281,0.0183,0,0
24,366,432,31824,2592,1080,5040,4896,0.0415,0.0208,0.0277,0.0415,0.0278,0.0277,0,0
24,367,432,30528,5760,648,288,220320,0.0415,0.0208,0.0277,0.0415,0.0291,0.0173,0,0
24,368,72,4608,360576,792,2304,7200,0.0415,0.0208,0.0173,0.0415,0.0291,0.0244,0,0
24,369,29736,2304,3744,23112,1008,4032,0.0210,0.0291,0.0253,0.0217,0.0291,0.0277,0,0
24,370,360,11664,2304,720,2736,257760,0.0415,0.0277,0.0277,0.0311,0.0218,0.0173,0,0
24,371,72,14688,11232,432288,432,576,0.0415,0.0277,0.0275,0.0124,0.0291,0.0225,0,0
24,372,288,720,242496,5040,1152,112896,0.0415,0.0288,0.0173,0.0153,0.0277,0.0173,1,1
24,373,288,720,242496,5040,1152,112896,0.0415,0.0288,0.0173,0.0153,0.0277,0.0173,0,0
24,374,720,1872,7776,8784,2160,4896,0.0415,0.0291,0.0258,0.0221,0.0291,0.0265,0,0
24,375,3744,3024,9504,432,186192,1152,0.0276,0.0291,0.0277,0.0368,0.0139,0.0277,0,0
24,376,288,1152,357120,720,4032,7200,0.0415,0.0254,0.0173,0.0415,0.0247,0.0277,0,0
24,377,792,2016,311328,1152,432,238176,0.0415,0.0242,0.0170,0.0415,0.0291,0.0170,2,1
24,378,56376,1728,19584,46440,576,27072,0.0138,0.0242,0.0181,0.0138,0.0291,0.0177,0,0
24,379,792,9216,6048,1512,5760,18144,0.0213,0.0242,0.0272,0.0203,0.0277,0.0209,0,0
24,380,432,11520,7488,360,2592,76896,0.0415,0.0242,0.0277,0.0415,0.0291,0.0208,3,1
24,381,648,6192,74592,360,1152,68256,0.0415,0.0242,0.0244,0.0415,0.0291,0.0208,4,1
24,382,576,9072,10368,648,1728,13536,0.0415,0.0250,0.0277,0.0415,0.0291,0.0224,0,0
24,383,648,864,297504,7776,7344,7488,0.0415,0.0291,0.0243,0.0415,0.0277,0.0277,0,0
24,384,288,5760,12384,864,864,323424,0.0415,0.0284,0.0271,0.0415,0.0277,0.0243,0,0
24,385,216,1440,202176,792,720,133056,0.0415,0.0291,0.0243,0.0415,0.0291,0.0243,0,0
24,386,17784,864,8640,19872,720,2304,0.0208,0.0291,0.0261,0.0201,0.0291,0.0277,0,0
24,387,216,4752,11232,1080,4320,7488,0.0415,0.0284,0.0277,0.0415,0.0284,0.0277,0,0
24,388,288,432,329472,5904,1440,4896,0.0415,0.0291,0.0243,0.0278,0.0291,0.0277,0,0
24,389,288,432,329472,5904,1440,4896,0.0415,0.0291,0.0243,0.0278,0.0291,0.0277,5,1
24,390,720,2592,14688,864,1872,6624,0.0415,0.0291,0.0269,0.0403,0.0291,0.0277,0,0
24,391,216,1296,353376,504,8208,8352,0.0415,0.0291,0.0243,0.0415,0.0291,0.0272,0,0
24,392,1800,2592,10656,3672,1728,8064,0.0415,0.0291,0.0277,0.0415,0.0291,0.0277,0,0
24,393,504,288,342720,576,144,214560,0.0415,0.0291,0.0208,0.0415,0.0291,0.0208,6,1
24,394,360,1296,204192,504,3888,144288,0.0415,0.0291,0.0209,0.0415,0.0277,0.0209,0,0
24,395,360,1296,204192,504,3888,144288,0.0415,0.0291,0.0209,0.0415,0.0277,0.0209,0,0
24,396,21528,1152,8352,22896,3744,6336,0.0415,0.0291,0.0277,0.0415,0.0265,0.0277,0,0
24,397,648,432,276480,720,21168,3744,0.0415,0.0291,0.0243,0.0415,0.0242,0.0277,0,0
24,398,720,1872,8928,648,1152,459072,0.0415,0.0291,0.0273,0.0415,0.0242,0.0208,0,0
24,399,216,2880,11520,360,6768,12384,0.0415,0.0291,0.0277,0.0415,0.0242,0.0242,0,0
